,0
3868,indications_ACROMEGALY
3869,indications_DRY SKIN
3870,indications_DERMATITIS
3871,indications_LYMPHADENOPATHY
3872,indications_IRON DEFICIENCY ANAEMIA
3873,indications_HERPES ZOSTER
3874,indications_PARALYSIS
3875,indications_CHOLANGIOCARCINOMA
3876,indications_PULMONARY OEDEMA
3877,indications_ADJUSTMENT DISORDER
3878,indications_TUBEROUS SCLEROSIS
3879,indications_HYPOKALAEMIC SYNDROME
3880,indications_PLATELET COUNT ABNORMAL
3881,indications_DIABETIC FOOT
3882,indications_HEAD AND NECK CANCER METASTATIC
3883,indications_ACQUIRED IMMUNODEFICIENCY SYNDROME
3884,indications_SMALL INTESTINAL OBSTRUCTION
3885,indications_CLOSTRIDIUM DIFFICILE INFECTION
3886,indications_RENAL CANCER STAGE IV
3887,indications_ATROPHIC VULVOVAGINITIS
3888,indications_FISTULA
3889,indications_ENCEPHALITIS VIRAL
3890,indications_BOWEL PREPARATION
3891,indications_INTESTINAL OBSTRUCTION
3892,indications_RADIOTHERAPY
3893,indications_MEMORY IMPAIRMENT
3894,indications_LENNOX-GASTAUT SYNDROME
3895,indications_PLANTAR FASCIITIS
3896,indications_HYPERPHOSPHATAEMIA
3897,"indications_ASTROCYTOMA\, LOW GRADE"
3898,indications_GLIOMA
3899,indications_MENISCUS INJURY
3900,indications_CHEMOTHERAPY
3901,indications_BACTERIAL DISEASE CARRIER
3902,indications_THYMOMA MALIGNANT
3903,indications_LUNG CANCER METASTATIC
3904,indications_IMMUNOSUPPRESSANT DRUG THERAPY
3905,indications_ASPERGILLUS INFECTION
3906,indications_HAEMATEMESIS
3907,indications_ENTERITIS
3908,indications_ABNORMAL DREAMS
3909,indications_NAIL PSORIASIS
3910,indications_HYPERTRIGLYCERIDAEMIA
3911,indications_ANTIINFLAMMATORY THERAPY
3912,indications_BLOOD TRIGLYCERIDES
3913,indications_UPPER GASTROINTESTINAL HAEMORRHAGE
3914,indications_EPIDIDYMITIS
3915,indications_ENCEPHALOPATHY
3916,indications_RETINAL HAEMORRHAGE
3917,indications_ECHOCARDIOGRAM
3918,indications_OCULAR HYPERTENSION
3919,indications_INTRAOCULAR PRESSURE TEST
3920,indications_OPEN ANGLE GLAUCOMA
3921,indications_SKIN CANDIDA
3922,indications_LATENT TUBERCULOSIS
3923,indications_MIOSIS
3924,indications_ANGLE CLOSURE GLAUCOMA
3925,indications_ADENOCARCINOMA PANCREAS
3926,indications_SYNCOPE
3927,indications_DECREASED ACTIVITY
3928,indications_ANTIVIRAL PROPHYLAXIS
3929,indications_ANTIFUNGAL PROPHYLAXIS
3930,indications_LYMPHOEDEMA
3931,indications_BONE PAIN
3932,indications_STEM CELL TRANSPLANT
3933,indications_TORTICOLLIS
3934,indications_ABSCESS
3935,indications_BLOOD PRESSURE MANAGEMENT
3936,indications_NEUTROPENIA
3937,indications_PROPHYLAXIS AGAINST GRAFT VERSUS HOST DISEASE
3938,indications_BONE MARROW CONDITIONING REGIMEN
3939,indications_FUNCTIONAL GASTROINTESTINAL DISORDER
3940,indications_AUTISM
3941,indications_VENTRICULAR EXTRASYSTOLES
3942,indications_SUPRAVENTRICULAR EXTRASYSTOLES
3943,indications_TESTICULAR DISORDER
3944,indications_ASTHENIA
3945,indications_METABOLIC DISORDER
3946,indications_AMINO ACID METABOLISM DISORDER
3947,indications_CYSTINOSIS
3948,indications_CARCINOID SYNDROME
3949,indications_HERPES SIMPLEX
3950,indications_SCAN
3951,indications_PARANOIA
3952,indications_ADENOCARCINOMA OF COLON
3953,indications_EATING DISORDER
3954,indications_TUMOUR EXCISION
3955,indications_PERENNIAL ALLERGY
3956,indications_DWARFISM
3957,indications_PANCREATITIS CHRONIC
3958,indications_COMA HEPATIC
3959,indications_ONYCHOMYCOSIS
3960,indications_AORTIC STENOSIS
3961,indications_CHRONIC LYMPHOCYTIC LEUKAEMIA (IN REMISSION)
3962,indications_DELUSION
3963,indications_GALLBLADDER CANCER
3964,indications_CHLOROMA
3965,indications_BRONCHOPULMONARY ASPERGILLOSIS
3966,indications_GESTATIONAL DIABETES
3967,indications_SUBSTANCE ABUSE
3968,indications_DRUG ABUSE
3969,indications_EYE INFECTION TOXOPLASMAL
3970,indications_COMPUTERISED TOMOGRAM KIDNEY
3971,indications_LASER THERAPY
3972,indications_NEUROTRANSMITTER LEVEL ALTERED
3973,indications_SINUS DISORDER
3974,indications_HOUSE DUST ALLERGY
3975,indications_ALLERGIC SINUSITIS
3976,indications_VASOMOTOR RHINITIS
3977,indications_UPPER-AIRWAY COUGH SYNDROME
3978,indications_FIBROSIS
3979,indications_ALVEOLITIS ALLERGIC
3980,indications_SEDATION
3981,indications_LIGHT ANAESTHESIA
3982,indications_INFLUENZA
3983,indications_RESPIRATORY TRACT CONGESTION
3984,indications_INFLUENZA A VIRUS TEST POSITIVE
3985,indications_ERYTHEMA
3986,indications_INFLUENZA LIKE ILLNESS
3987,indications_DYSURIA
3988,indications_VON WILLEBRAND'S DISEASE
3989,indications_SKIN REACTION
3990,indications_LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE IV
3991,indications_LOWER RESPIRATORY TRACT INFECTION
3992,indications_INVASIVE DUCTAL BREAST CARCINOMA
3993,indications_MUSCULOSKELETAL DISCOMFORT
3994,indications_BODY HEIGHT BELOW NORMAL
3995,indications_BLOOD GROWTH HORMONE
3996,indications_SYSTEMIC SCLEROSIS
3997,indications_AORTIC VALVE INCOMPETENCE
3998,indications_GANGLIOGLIOMA
3999,indications_ADVERSE EVENT
4000,indications_SARCOMA METASTATIC
4001,indications_CHOLECYSTITIS
4002,indications_TRIPLE NEGATIVE BREAST CANCER
4003,indications_OVARIAN DISORDER
4004,indications_CENTRAL VENOUS CATHETERISATION
4005,indications_GROIN ABSCESS
4006,indications_FEBRILE NEUTROPENIA
4007,indications_GOUTY ARTHRITIS
4008,indications_ARTERIOSCLEROSIS
4009,indications_HIGH DENSITY LIPOPROTEIN DECREASED
4010,indications_MALIGNANT NEOPLASM PROGRESSION
4011,indications_GASTROINTESTINAL CARCINOMA
4012,indications_POST LAMINECTOMY SYNDROME
4013,indications_INFERTILITY
4014,indications_IN VITRO FERTILISATION
4015,indications_TURNER'S SYNDROME
4016,indications_EUSTACHIAN TUBE OBSTRUCTION
4017,indications_DISTURBANCE IN ATTENTION
4018,indications_SARCOIDOSIS
4019,indications_SPEECH DISORDER
4020,indications_BLOOD URIC ACID INCREASED
4021,indications_HYPERGLYCAEMIA
4022,indications_SALIVARY GLAND ENLARGEMENT
4023,indications_SCHIZOAFFECTIVE DISORDER BIPOLAR TYPE
4024,indications_IMMUNISATION
4025,indications_OROPHARYNGEAL PAIN
4026,indications_SMALL INTESTINE CARCINOMA
4027,indications_EAR PAIN
4028,indications_HYPOAESTHESIA
4029,indications_PAINFUL DEFAECATION
4030,indications_DRUG ADMINISTRATION ERROR
4031,indications_PARASOMNIA
4032,indications_MEDICATION ERROR
4033,indications_ACCIDENTAL OVERDOSE
4034,indications_INJECTION
4035,indications_PARANASAL SINUS DISCOMFORT
4036,indications_LIGAMENT PAIN
4037,indications_FALL
4038,indications_DRUG HYPERSENSITIVITY
4039,indications_NONSPECIFIC REACTION
4040,indications_SNEEZING
4041,indications_JOINT INJURY
4042,indications_CONJUNCTIVITIS
4043,indications_REFLUX GASTRITIS
4044,indications_GASTROINTESTINAL ULCER
4045,indications_LACRIMATION INCREASED
4046,indications_SEBORRHOEIC DERMATITIS
4047,indications_TENDON RUPTURE
4048,indications_SPINAL COMPRESSION FRACTURE
4049,indications_TOOTH FRACTURE
4050,indications_ADRENAL INSUFFICIENCY
4051,indications_LYMPHADENITIS
4052,indications_AGITATION
4053,indications_LUNG TRANSPLANT
4054,indications_HAEMORRHOIDS
4055,indications_PRECURSOR T-LYMPHOBLASTIC LYMPHOMA/LEUKAEMIA
4056,indications_NUTRITIONAL SUPPLEMENTATION
4057,indications_CEREBRAL PALSY
4058,indications_OROMANDIBULAR DYSTONIA
4059,indications_DYSKINESIA
4060,indications_TIC
4061,indications_COORDINATION ABNORMAL
4062,indications_BASAL GANGLION DEGENERATION
4063,indications_OESOPHAGEAL ACHALASIA
4064,indications_VIITH NERVE PARALYSIS
4065,indications_BLEPHAROSPASM
4066,indications_PERSONALITY CHANGE DUE TO A GENERAL MEDICAL CONDITION
4067,indications_MOVEMENT DISORDER
4068,indications_CATHETERISATION CARDIAC
4069,indications_EAR INFECTION
4070,indications_ALLERGY TO CHEMICALS
4071,indications_STOMATITIS
4072,indications_SMALL INTESTINAL BACTERIAL OVERGROWTH
4073,indications_BACTERIAL VAGINOSIS
4074,indications_TRICHOMONIASIS
4075,indications_BRAIN INJURY
4076,indications_BLOOD CALCIUM ABNORMAL
4077,indications_TINEA PEDIS
4078,indications_INVASIVE LOBULAR BREAST CARCINOMA
4079,indications_ACARODERMATITIS
4080,indications_ANAESTHESIA
4081,indications_GENERAL ANAESTHESIA
4082,indications_FURUNCLE
4083,indications_BLISTER
4084,indications_SUPERFICIAL INJURY OF EYE
4085,indications_LACERATION
4086,indications_EYELID INFECTION
4087,indications_INFESTATION
4088,indications_SUTURE INSERTION
4089,indications_EYE INFECTION BACTERIAL
4090,indications_CORNEAL ABRASION
4091,indications_EAR CONGESTION
4092,indications_NASAL DRYNESS
4093,indications_FLUID REPLACEMENT
4094,indications_ESCHERICHIA INFECTION
4095,indications_MUSCLE STRAIN
4096,indications_CHOLANGITIS
4097,indications_CANDIDA INFECTION
4098,indications_CRYING
4099,indications_ESSENTIAL HYPERTENSION
4100,indications_ARTERIOSCLEROSIS CORONARY ARTERY
4101,indications_EMOTIONAL DISORDER
4102,indications_URINE FLOW DECREASED
4103,indications_RECTAL HAEMORRHAGE
4104,indications_FAECES HARD
4105,indications_OPPOSITIONAL DEFIANT DISORDER
4106,indications_APPETITE DISORDER
4107,indications_ARTERIAL OCCLUSIVE DISEASE
4108,indications_BRONCHIAL HYPERREACTIVITY
4109,"indications_CHRONIC OBSTRUCTIVE PULMONARY DISEASE\,ASTHMA"
4110,indications_VULVOVAGINAL PAIN
4111,indications_POLYMYALGIA RHEUMATICA
4112,indications_URINARY RETENTION
4113,indications_ABORTION
4114,indications_INJECTION SITE PAIN
4115,indications_PRODUCT USE ISSUE
4116,indications_HIGH FREQUENCY ABLATION
4117,indications_ENDODONTIC PROCEDURE
4118,indications_BLADDER PAIN
4119,indications_TINNITUS
4120,indications_AGGRESSION
4121,indications_NEUROENDOCRINE CARCINOMA
4122,indications_VASCULAR MALFORMATION
4123,indications_INFERTILITY FEMALE
4124,indications_ASSISTED FERTILISATION
4125,indications_PROGESTERONE DECREASED
4126,indications_EXTRASYSTOLES
4127,indications_SINUSITIS BACTERIAL
4128,indications_LARYNGITIS
4129,indications_PHARYNGITIS STREPTOCOCCAL
4130,indications_ANGIOSARCOMA
4131,indications_LOCAL ANAESTHESIA
4132,indications_ORAL DISORDER
4133,indications_SPINAL CORD INJURY
4134,indications_HAEMATOLOGICAL MALIGNANCY
4135,indications_FACET JOINT SYNDROME
4136,indications_FEELING ABNORMAL
4137,indications_NUCLEAR MAGNETIC RESONANCE IMAGING SPINAL
4138,indications_HYPERURICAEMIA
4139,indications_ARRHYTHMIA PROPHYLAXIS
4140,indications_TUBERCULOSIS
4141,indications_FAMILIAL TREMOR
4142,indications_CACHEXIA
4143,indications_GENE MUTATION
4144,indications_FAMILIAL PERIODIC PARALYSIS
4145,indications_MULTIPLE SYSTEM ATROPHY
4146,indications_MEDICAL DEVICE COMPLICATION
4147,indications_ANKYLOSING SPONDYLITIS
4148,indications_INTESTINAL OPERATION
4149,indications_ANAPHYLAXIS TREATMENT
4150,indications_PANCREATICODUODENECTOMY
4151,indications_BACK INJURY
4152,indications_POLYCYTHAEMIA
4153,indications_MUSCULOSKELETAL STIFFNESS
4154,indications_SPINAL PAIN
4155,indications_SWELLING FACE
4156,indications_BURNING SENSATION
4157,indications_BLOOD CHLORIDE ABNORMAL
4158,indications_NEUROBLASTOMA
4159,indications_MUSCULAR WEAKNESS
4160,indications_LEIOMYOSARCOMA METASTATIC
4161,indications_FLUID IMBALANCE
4162,indications_APNOEA
4163,indications_HYPOMANIA
4164,indications_FUNGAL RHINITIS
4165,indications_DRUG THERAPY
4166,indications_PSYCHOSOMATIC DISEASE
4167,indications_SOLAR LENTIGO
4168,indications_RHINITIS
4169,indications_POSTOPERATIVE ANALGESIA
4170,indications_OESOPHAGITIS
4171,indications_EOSINOPHILIA
4172,indications_BONE CANCER METASTATIC
4173,indications_VASCULAR INSUFFICIENCY
4174,indications_TRISOMY 21
4175,indications_RUBBER SENSITIVITY
4176,indications_BLOOD PRESSURE DECREASED
4177,indications_NEUROMUSCULAR PAIN
4178,indications_PERCUTANEOUS CORONARY INTERVENTION
4179,indications_HEPARIN-INDUCED THROMBOCYTOPENIA
4180,indications_TUMOUR LYSIS SYNDROME
4181,indications_NON-SMALL CELL LUNG CANCER STAGE IV
4182,indications_METASTASES TO PELVIS
4183,indications_HYPONATRAEMIA
4184,indications_PYODERMA GANGRENOSUM
4185,indications_STENOSIS
4186,indications_ASTHMA EXERCISE INDUCED
4187,indications_RHINITIS PERENNIAL
4188,indications_SMALL CELL LUNG CANCER
4189,indications_ABNORMAL BEHAVIOUR
4190,indications_ALTERED STATE OF CONSCIOUSNESS
4191,indications_LEUKOCYTOSIS
4192,indications_THERAPY NAIVE
4193,indications_HEPATITIS B
4194,indications_TRANSPLANT
4195,indications_GASTROENTERITIS VIRAL
4196,indications_HYPERTROPHIC CARDIOMYOPATHY
4197,indications_STRESS ECHOCARDIOGRAM
4198,indications_ASTHMA LATE ONSET
4199,indications_OCULAR HYPERAEMIA
4200,indications_POLYARTHRITIS
4201,indications_FASCIAL RUPTURE
4202,indications_ADVERSE DRUG REACTION
4203,indications_DENTAL DISCOMFORT
4204,indications_FRACTURE PAIN
4205,indications_ATYPICAL PNEUMONIA
4206,indications_POST PROCEDURAL SWELLING
4207,indications_POST-TRAUMATIC PAIN
4208,indications_COCCYDYNIA
4209,indications_SPINAL ANAESTHESIA
4210,indications_SKIN PAPILLOMA
4211,indications_PERIPHERAL NERVE INJURY
4212,indications_OPHTHALMIC HERPES SIMPLEX
4213,indications_SUICIDAL IDEATION
4214,indications_CYSTITIS
4215,indications_CHOKING
4216,indications_SCOLIOSIS
4217,indications_HAEMORRHAGE
4218,indications_MUSCLE TIGHTNESS
4219,indications_POSTPARTUM DEPRESSION
4220,indications_PREMATURE LABOUR
4221,indications_RENAL FAILURE
4222,indications_INTENTIONAL SELF-INJURY
4223,indications_PARAESTHESIA
4224,indications_COGAN'S SYNDROME
4225,indications_NERVE DEGENERATION
4226,indications_XEROSIS
4227,indications_ANDROGEN DEFICIENCY
4228,indications_COLON CANCER STAGE IV
4229,indications_COMPUTERISED TOMOGRAM ABDOMEN
4230,indications_LABOUR INDUCTION
4231,indications_ARTHROPATHY
4232,"indications_SCHIZOPHRENIA\, DISORGANISED TYPE"
4233,indications_THINKING ABNORMAL
4234,indications_PANCREATIC NEUROENDOCRINE TUMOUR
4235,indications_RESPIRATORY DISORDER
4236,indications_INHALATION THERAPY
4237,indications_BALANCE DISORDER
4238,indications_DEVELOPMENTAL DELAY
4239,indications_WITHDRAWAL SYNDROME
4240,indications_FLUID OVERLOAD
4241,indications_NEURITIS
4242,indications_MYOSITIS
4243,indications_RESTRICTIVE CARDIOMYOPATHY
4244,indications_ACIDOSIS
4245,indications_TOBACCO USER
4246,indications_OVARIAN CANCER STAGE III
4247,indications_BILIARY CANCER METASTATIC
4248,indications_HOMOCYSTINURIA
4249,indications_BLOOD TRIGLYCERIDES ABNORMAL
4250,indications_ANTIALLERGIC THERAPY
4251,indications_DIATHERMY
4252,indications_PARATHYROID TUMOUR MALIGNANT
4253,indications_NICOTINE DEPENDENCE
4254,indications_LEUKOPENIA
4255,indications_DIABETES MELLITUS MANAGEMENT
4256,indications_MOOD ALTERED
4257,indications_SPINDLE CELL SARCOMA
4258,indications_MALIGNANT URINARY TRACT NEOPLASM
4259,indications_HEART TRANSPLANT
4260,indications_SPINAL DISORDER
4261,indications_PULMONARY MYCOSIS
4262,indications_VASCULAR GRAFT
4263,indications_AORTIC VALVE DISEASE
4264,indications_CARDIAC OPERATION
4265,indications_CORONARY ARTERY BYPASS
4266,indications_CARDIAC MURMUR
4267,indications_CRANIOCEREBRAL INJURY
4268,indications_MOYAMOYA DISEASE
4269,indications_VASCULITIS CEREBRAL
4270,indications_BOWEN'S DISEASE
4271,indications_TOXOPLASMOSIS
4272,indications_HAEMATURIA
4273,indications_LIPOHYPERTROPHY
4274,indications_LARGE INTESTINE PERFORATION
4275,indications_LIPODYSTROPHY ACQUIRED
4276,indications_IODINE ALLERGY
4277,indications_BIPOLAR II DISORDER
4278,indications_UREA CYCLE ENZYME DEFICIENCY
4279,indications_STREPTOCOCCAL INFECTION
4280,indications_BLOOD URIC ACID
4281,indications_FOOT DEFORMITY
4282,indications_PERICARDITIS
4283,indications_GASTROSTOMY
4284,indications_HAEMATOPOIETIC NEOPLASM
4285,indications_CALCULUS URINARY
4286,indications_VIRAL UPPER RESPIRATORY TRACT INFECTION
4287,indications_ATRIAL FLUTTER
4288,indications_GASTROINTESTINAL STROMAL TUMOUR
4289,indications_ROTATOR CUFF SYNDROME
4290,indications_ELECTROCUTION
4291,indications_TINEA CRURIS
4292,indications_AUTOIMMUNE HEPATITIS
4293,indications_PUSTULAR PSORIASIS
4294,indications_MUSCLE DISORDER
4295,indications_AMYOTROPHIC LATERAL SCLEROSIS
4296,indications_TEARFULNESS
4297,indications_TRACHEAL CANCER
4298,indications_DEPRESSED MOOD
4299,indications_BEHAVIOURAL AND PSYCHIATRIC SYMPTOMS OF DEMENTIA
4300,indications_MASTOCYTOSIS
4301,"indications_DEMENTIA OF THE ALZHEIMER'S TYPE\, WITH DELUSIONS"
4302,indications_DIPLOPIA
4303,indications_DECREASED APPETITE
4304,indications_PLASMA PROTEIN METABOLISM DISORDER
4305,indications_HYPOXIA
4306,indications_SLEEP ATTACKS
4307,indications_VITAMIN B COMPLEX DEFICIENCY
4308,indications_ESSENTIAL THROMBOCYTHAEMIA
4309,indications_GENITAL HAEMORRHAGE
4310,indications_BLOOD POTASSIUM ABNORMAL
4311,indications_AORTIC ANEURYSM
4312,indications_LIBIDO DECREASED
4313,indications_NEPHROLITHIASIS
4314,indications_PUBERTY
4315,indications_PSYCHOSEXUAL DISORDER
4316,indications_GENDER IDENTITY DISORDER
4317,indications_OCCUPATIONAL EXPOSURE TO PRODUCT
4318,indications_THYROID CANCER METASTATIC
4319,indications_INFECTIVE EXACERBATION OF BRONCHIECTASIS
4320,indications_MAST CELL ACTIVATION SYNDROME
4321,indications_FAECAL INCONTINENCE
4322,indications_BLADDER SPASM
4323,indications_PERIPHERAL SENSORY NEUROPATHY
4324,indications_MENINGITIS TUBERCULOUS
4325,indications_SCAR PAIN
4326,indications_ACUTE MONOCYTIC LEUKAEMIA
4327,indications_NON-ALCOHOLIC STEATOHEPATITIS
4328,indications_BLOOD PRESSURE DIASTOLIC INCREASED
4329,indications_POST HERPETIC NEURALGIA
4330,indications_TEMPORAL LOBE EPILEPSY
4331,indications_PROTEIN TOTAL INCREASED
4332,indications_DIVERTICULUM
4333,indications_GESTATIONAL TROPHOBLASTIC TUMOUR
4334,indications_RECTAL ADENOCARCINOMA
4335,indications_CLEAR CELL SARCOMA OF SOFT TISSUE
4336,indications_OESOPHAGEAL DILATATION
4337,indications_CYSTIC FIBROSIS LUNG
4338,indications_ANGIOGRAM
4339,indications_TENSION
4340,indications_BRAIN CANCER METASTATIC
4341,indications_HERNIA
4342,indications_FLATULENCE
4343,indications_ANGIOPLASTY
4344,indications_GASTRIC CANCER
4345,indications_DRUG WITHDRAWAL SYNDROME NEONATAL
4346,indications_COAGULATION TIME
4347,indications_AORTIC VALVE REPLACEMENT
4348,indications_MONONEUROPATHY
4349,indications_APLASTIC ANAEMIA
4350,indications_CONDITION AGGRAVATED
4351,indications_METASTASIS
4352,indications_KIDNEY TRANSPLANT REJECTION
4353,indications_SCARLET FEVER
4354,indications_ORGANIC ERECTILE DYSFUNCTION
4355,indications_ENDOTRACHEAL INTUBATION
4356,indications_ABDOMINAL DISTENSION
4357,indications_CARDIOVASCULAR DISORDER
4358,indications_POOR PERIPHERAL CIRCULATION
4359,indications_CEREBROVASCULAR DISORDER
4360,indications_PROMOTION OF PERIPHERAL CIRCULATION
4361,indications_BEHCET'S SYNDROME
4362,indications_GASTROINTESTINAL HAEMORRHAGE
4363,indications_DRUG REHABILITATION
4364,indications_ORGAN TRANSPLANT
4365,indications_DIABETIC NEPHROPATHY
4366,indications_CHRONIC HEPATIC FAILURE
4367,indications_IGA NEPHROPATHY
4368,indications_CHONDROCALCINOSIS PYROPHOSPHATE
4369,indications_MACULAR DEGENERATION
4370,indications_TUMOUR FLARE
4371,indications_DEVICE PRIMING
4372,indications_EXCESSIVE GRANULATION TISSUE
4373,indications_DEPRESSED LEVEL OF CONSCIOUSNESS
4374,indications_CYTOGENETIC ABNORMALITY
4375,indications_PARAPARESIS
4376,indications_GENERAL PHYSICAL HEALTH DETERIORATION
4377,indications_ALOPECIA UNIVERSALIS
4378,indications_BLOOD GROWTH HORMONE ABNORMAL
4379,indications_BLOOD OESTROGEN
4380,indications_SJOGREN'S SYNDROME
4381,indications_HICCUPS
4382,indications_SLUGGISHNESS
4383,indications_PNEUMONIA PSEUDOMONAL
4384,indications_MULTIMORBIDITY
4385,indications_FEEDING DISORDER
4386,indications_TRACHEOSTOMY INFECTION
4387,indications_CHRONIC RESPIRATORY FAILURE
4388,indications_BRONCHITIS BACTERIAL
4389,indications_TRACHEOSTOMY
4390,indications_MYCOBACTERIUM AVIUM COMPLEX INFECTION
4391,indications_ATRIAL THROMBOSIS
4392,indications_OESOPHAGEAL IRRITATION
4393,indications_TEMPORAL ARTERITIS
4394,indications_DRUG WITHDRAWAL SYNDROME
4395,indications_WRONG DRUG ADMINISTERED
4396,indications_PROPHYLAXIS AGAINST GASTROINTESTINAL ULCER
4397,indications_GASTROINTESTINAL DISORDER THERAPY
4398,indications_UVEITIS
4399,indications_PRODUCTIVE COUGH
4400,indications_GENITAL PAIN
4401,indications_SPLENIC MARGINAL ZONE LYMPHOMA
4402,indications_NEURODEGENERATIVE DISORDER
4403,indications_GLOMERULONEPHRITIS MEMBRANOUS
4404,indications_PLASMACYTOMA
4405,indications_BREAST CANCER RECURRENT
4406,indications_SPINAL OSTEOARTHRITIS
4407,indications_INTESTINAL RESECTION
4408,indications_CEREBRAL THROMBOSIS
4409,indications_VASCULAR OCCLUSION
4410,indications_PERIPHERAL ARTERY BYPASS
4411,indications_CARDIAC PACEMAKER INSERTION
4412,indications_ARTERIAL BYPASS OPERATION
4413,indications_PLATELET AGGREGATION INHIBITION
4414,indications_PERIPHERAL NERVE SHEATH TUMOUR MALIGNANT
4415,indications_PERICARDIAL EFFUSION
4416,indications_STEROID THERAPY
4417,indications_PYELONEPHRITIS
4418,indications_NEONATAL DISORDER
4419,indications_NEOVASCULAR AGE-RELATED MACULAR DEGENERATION
4420,indications_METASTASES TO LIVER
4421,indications_BASAL CELL NAEVUS SYNDROME
4422,indications_MASS
4423,indications_MENINGIOMA
4424,indications_MALIGNANT NEOPLASM OF CHOROID
4425,indications_VENTRICULAR TACHYCARDIA
4426,indications_IRRITABILITY
4427,indications_PARTIAL SEIZURES WITH SECONDARY GENERALISATION
4428,indications_ANAPLASTIC LARGE-CELL LYMPHOMA
4429,indications_ISCHAEMIC ULCER
4430,indications_ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT
4431,indications_GAUCHER'S DISEASE TYPE I
4432,indications_ALLERGY PROPHYLAXIS
4433,indications_ARTERIOVENOUS MALFORMATION
4434,indications_RENAL CELL CARCINOMA STAGE IV
4435,indications_ABNORMAL LOSS OF WEIGHT
4436,indications_DENTAL DISORDER PROPHYLAXIS
4437,indications_RASH PRURITIC
4438,indications_BLADDER CANCER
4439,indications_NIGHT SWEATS
4440,indications_STATUS EPILEPTICUS
4441,indications_HYDROPS FOETALIS
4442,indications_CONVULSION PROPHYLAXIS
4443,indications_HYPOGLYCAEMIA
4444,indications_ELECTROLYTE IMBALANCE
4445,indications_TRANSPLANT REJECTION
4446,indications_PARATHYROID GLAND OPERATION
4447,indications_MYASTHENIA GRAVIS
4448,indications_PROSTATITIS
4449,indications_BALLISMUS
4450,indications_CEREBRAL CYST
4451,indications_AUTISM SPECTRUM DISORDER
4452,indications_ANTIVIRAL TREATMENT
4453,indications_ANTIEMETIC SUPPORTIVE CARE
4454,indications_CATHETER PLACEMENT
4455,indications_MEDICAL DEVICE CHANGE
4456,indications_MUSCULOSKELETAL DISORDER
4457,indications_SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS
4458,indications_EXTRAPYRAMIDAL DISORDER
4459,indications_PAIN IN JAW
4460,indications_OPTIC ISCHAEMIC NEUROPATHY
4461,indications_SUBCLAVIAN ARTERY STENOSIS
4462,indications_LUNG ADENOCARCINOMA STAGE IV
4463,indications_TUMOUR PAIN
4464,indications_CAROTID ARTERY DISEASE
4465,indications_VITAMIN B12 DECREASED
4466,indications_IMPULSE-CONTROL DISORDER
4467,indications_INTERMITTENT EXPLOSIVE DISORDER
4468,indications_EBSTEIN'S ANOMALY
4469,indications_EXTRASKELETAL CHONDROSARCOMA METASTATIC
4470,indications_ACUTE SINUSITIS
4471,indications_CONFUSIONAL STATE
4472,indications_ASPERGER'S DISORDER
4473,indications_INDUCTION OF CERVIX RIPENING
4474,indications_SKIN BURNING SENSATION
4475,indications_HIGH DENSITY LIPOPROTEIN INCREASED
4476,indications_VISION BLURRED
4477,indications_PHANTOM PAIN
4478,indications_CARDIAC VALVE VEGETATION
4479,indications_VENA CAVA THROMBOSIS
4480,indications_PERIPHERAL EMBOLISM
4481,indications_T-CELL LYMPHOMA
4482,indications_PANCREATITIS ACUTE
4483,indications_PROGRESSIVE RELAPSING MULTIPLE SCLEROSIS
4484,indications_EXPOSURE TO MOULD
4485,indications_OSTEOMYELITIS BACTERIAL
4486,indications_ABDOMINAL INFECTION
4487,indications_ARGININOSUCCINATE LYASE DEFICIENCY
4488,indications_ORNITHINE TRANSCARBAMOYLASE DEFICIENCY
4489,indications_SUICIDE ATTEMPT
4490,indications_PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME
4491,indications_HEART RATE DECREASED
4492,indications_VERTIGO
4493,indications_OTITIS MEDIA
4494,indications_FEAR OF DISEASE
4495,indications_CARDIAC ANEURYSM
4496,indications_ATRIAL SEPTAL DEFECT
4497,indications_BREAST MASS
4498,indications_LYME DISEASE
4499,indications_LANGERHANS' CELL HISTIOCYTOSIS
4500,indications_ESCHERICHIA SEPSIS
4501,indications_PLATELET DISORDER
4502,indications_CYSTIC LYMPHANGIOMA
4503,indications_KNEE OPERATION
4504,indications_ADRENAL GLAND CANCER
4505,indications_VISUAL FIELD TESTS
4506,indications_HEREDITARY HAEMORRHAGIC TELANGIECTASIA
4507,indications_LIMB DISCOMFORT
4508,indications_DIASTOLIC DYSFUNCTION
4509,indications_SEDATIVE THERAPY
4510,indications_BENIGN NEOPLASM OF BLADDER
4511,indications_NEUROMUSCULAR BLOCKADE REVERSAL
4512,indications_EOSINOPHILIC OESOPHAGITIS
4513,indications_PLEURAL EFFUSION
4514,indications_NODAL MARGINAL ZONE B-CELL LYMPHOMA
4515,indications_INFLAMMATORY PAIN
4516,indications_REFLUX LARYNGITIS
4517,indications_HYPOTONIA
4518,indications_ACUTE MYELOID LEUKAEMIA RECURRENT
4519,indications_PNEUMONIA FUNGAL
4520,indications_LOWER LIMB FRACTURE
4521,indications_WRIST FRACTURE
